question_id,current_canonical_chapter,current_level,reason,source_ref,stored_source_identity,near_match_leaf_code,candidate_count,candidate_leaf_codes,stem_excerpt,selected_leaf
8837,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.5,4.5 SDN 的基本概念,4.5,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“SDN 的基本概念”的常见理解，下列正确的是（ ）,
8838,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.5,4.5 SDN 的基本概念,4.5,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“SDN 的基本概念”，解题时最合理的判断是（ ）,
8839,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.6,4.6 拥塞控制,4.6,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“拥塞控制”的说法中，正确的是（ ）,
8840,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.6,4.6 拥塞控制,4.6,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“拥塞控制”主要用于（ ）,
8841,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.6,4.6 拥塞控制,4.6,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“拥塞控制”时，最应关注的是（ ）,
8842,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.6,4.6 拥塞控制,4.6,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“拥塞控制”的常见理解，下列正确的是（ ）,
8843,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.6,4.6 拥塞控制,4.6,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“拥塞控制”，解题时最合理的判断是（ ）,
8844,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.7,4.7 转发表和路由表的区别,4.7,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“转发表和路由表的区别”的说法中，正确的是（ ）,
8845,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.7,4.7 转发表和路由表的区别,4.7,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“转发表和路由表的区别”主要用于（ ）,
8846,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.7,4.7 转发表和路由表的区别,4.7,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“转发表和路由表的区别”时，最应关注的是（ ）,
8847,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.7,4.7 转发表和路由表的区别,4.7,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“转发表和路由表的区别”的常见理解，下列正确的是（ ）,
8848,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.7,4.7 转发表和路由表的区别,4.7,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“转发表和路由表的区别”，解题时最合理的判断是（ ）,
8849,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.8,4.8 IPv4 分组格式,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“IPv4 分组格式”的说法中，正确的是（ ）,
8850,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.8,4.8 IPv4 分组格式,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“IPv4 分组格式”主要用于（ ）,
8851,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.8,4.8 IPv4 分组格式,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“IPv4 分组格式”时，最应关注的是（ ）,
8852,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.8,4.8 IPv4 分组格式,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“IPv4 分组格式”的常见理解，下列正确的是（ ）,
8853,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.8,4.8 IPv4 分组格式,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“IPv4 分组格式”，解题时最合理的判断是（ ）,
8854,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.9,4.9 IP 数据报分片,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“IP 数据报分片”的说法中，正确的是（ ）,
8855,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.9,4.9 IP 数据报分片,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“IP 数据报分片”主要用于（ ）,
8856,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.9,4.9 IP 数据报分片,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“IP 数据报分片”时，最应关注的是（ ）,
8857,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.9,4.9 IP 数据报分片,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“IP 数据报分片”的常见理解，下列正确的是（ ）,
8858,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.9,4.9 IP 数据报分片,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“IP 数据报分片”，解题时最合理的判断是（ ）,
8859,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.10,4.10 IPv4 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“IPv4 地址”的说法中，正确的是（ ）,
8860,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.10,4.10 IPv4 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“IPv4 地址”主要用于（ ）,
8861,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.10,4.10 IPv4 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“IPv4 地址”时，最应关注的是（ ）,
8862,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.10,4.10 IPv4 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“IPv4 地址”的常见理解，下列正确的是（ ）,
8863,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.10,4.10 IPv4 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“IPv4 地址”，解题时最合理的判断是（ ）,
8864,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.11,4.11 分类的 IP 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“分类的 IP 地址”的说法中，正确的是（ ）,
8865,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.11,4.11 分类的 IP 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“分类的 IP 地址”主要用于（ ）,
8866,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.11,4.11 分类的 IP 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“分类的 IP 地址”时，最应关注的是（ ）,
8867,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.11,4.11 分类的 IP 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“分类的 IP 地址”的常见理解，下列正确的是（ ）,
8868,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.11,4.11 分类的 IP 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“分类的 IP 地址”，解题时最合理的判断是（ ）,
8869,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.12,4.12 划分子网,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“划分子网”的说法中，正确的是（ ）,
8870,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.12,4.12 划分子网,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“划分子网”主要用于（ ）,
8871,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.12,4.12 划分子网,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“划分子网”时，最应关注的是（ ）,
8872,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.12,4.12 划分子网,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“划分子网”的常见理解，下列正确的是（ ）,
8873,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.12,4.12 划分子网,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“划分子网”，解题时最合理的判断是（ ）,
8874,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.13,4.13 无分类编址 CIDR,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“无分类编址 CIDR”的说法中，正确的是（ ）,
8875,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.13,4.13 无分类编址 CIDR,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“无分类编址 CIDR”主要用于（ ）,
8876,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.13,4.13 无分类编址 CIDR,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“无分类编址 CIDR”时，最应关注的是（ ）,
8877,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.13,4.13 无分类编址 CIDR,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“无分类编址 CIDR”的常见理解，下列正确的是（ ）,
8878,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.13,4.13 无分类编址 CIDR,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“无分类编址 CIDR”，解题时最合理的判断是（ ）,
8879,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.14,4.14 路由聚合,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“路由聚合”的说法中，正确的是（ ）,
8880,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.14,4.14 路由聚合,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“路由聚合”主要用于（ ）,
8881,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.14,4.14 路由聚合,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“路由聚合”时，最应关注的是（ ）,
8882,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.14,4.14 路由聚合,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“路由聚合”的常见理解，下列正确的是（ ）,
8883,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.14,4.14 路由聚合,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“路由聚合”，解题时最合理的判断是（ ）,
8884,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.15,4.15 子网划分应用举例,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“子网划分应用举例”的说法中，正确的是（ ）,
8885,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.15,4.15 子网划分应用举例,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“子网划分应用举例”主要用于（ ）,
8886,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.15,4.15 子网划分应用举例,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“子网划分应用举例”时，最应关注的是（ ）,
8887,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.15,4.15 子网划分应用举例,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“子网划分应用举例”的常见理解，下列正确的是（ ）,
8888,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.15,4.15 子网划分应用举例,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“子网划分应用举例”，解题时最合理的判断是（ ）,
8889,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.16,4.16 网络地址转换 NAT,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“网络地址转换 NAT”的说法中，正确的是（ ）,
8890,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.16,4.16 网络地址转换 NAT,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“网络地址转换 NAT”主要用于（ ）,
8891,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.16,4.16 网络地址转换 NAT,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“网络地址转换 NAT”时，最应关注的是（ ）,
8892,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.16,4.16 网络地址转换 NAT,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“网络地址转换 NAT”的常见理解，下列正确的是（ ）,
8893,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.16,4.16 网络地址转换 NAT,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“网络地址转换 NAT”，解题时最合理的判断是（ ）,
8894,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.17,4.17 网络层转发分组的过程,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“网络层转发分组的过程”的说法中，正确的是（ ）,
8895,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.17,4.17 网络层转发分组的过程,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“网络层转发分组的过程”主要用于（ ）,
8896,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.17,4.17 网络层转发分组的过程,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“网络层转发分组的过程”时，最应关注的是（ ）,
8897,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.17,4.17 网络层转发分组的过程,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“网络层转发分组的过程”的常见理解，下列正确的是（ ）,
8898,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.17,4.17 网络层转发分组的过程,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“网络层转发分组的过程”，解题时最合理的判断是（ ）,
8899,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.18,4.18 IP 地址与硬件地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“IP 地址与硬件地址”的说法中，正确的是（ ）,
8900,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.18,4.18 IP 地址与硬件地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“IP 地址与硬件地址”主要用于（ ）,
8901,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.18,4.18 IP 地址与硬件地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“IP 地址与硬件地址”时，最应关注的是（ ）,
8902,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.18,4.18 IP 地址与硬件地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“IP 地址与硬件地址”的常见理解，下列正确的是（ ）,
8903,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.18,4.18 IP 地址与硬件地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“IP 地址与硬件地址”，解题时最合理的判断是（ ）,
8904,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.19,4.19 地址解析协议 ARP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“地址解析协议 ARP”的说法中，正确的是（ ）,
8905,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.19,4.19 地址解析协议 ARP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“地址解析协议 ARP”主要用于（ ）,
8906,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.19,4.19 地址解析协议 ARP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“地址解析协议 ARP”时，最应关注的是（ ）,
8907,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.19,4.19 地址解析协议 ARP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“地址解析协议 ARP”的常见理解，下列正确的是（ ）,
8908,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.19,4.19 地址解析协议 ARP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“地址解析协议 ARP”，解题时最合理的判断是（ ）,
8909,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.20,4.20 动态主机配置协议 DHCP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“动态主机配置协议 DHCP”的说法中，正确的是（ ）,
8910,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.20,4.20 动态主机配置协议 DHCP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“动态主机配置协议 DHCP”主要用于（ ）,
8911,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.20,4.20 动态主机配置协议 DHCP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“动态主机配置协议 DHCP”时，最应关注的是（ ）,
8912,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.20,4.20 动态主机配置协议 DHCP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“动态主机配置协议 DHCP”的常见理解，下列正确的是（ ）,
8913,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.20,4.20 动态主机配置协议 DHCP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“动态主机配置协议 DHCP”，解题时最合理的判断是（ ）,
8914,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.21,4.21 网际控制报文协议 ICMP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“网际控制报文协议 ICMP”的说法中，正确的是（ ）,
